1773577570.659209 server started (43165): version 3.5a, socket /tmp/tmux-1000/default, protocol 8
1773577570.659259 on Linux 6.19.7-200.fc43.x86_64 #1 SMP PREEMPT_DYNAMIC Thu Mar 12 15:50:03 UTC 2026
1773577570.659295 using libevent 2.1.12-stable poll
1773577570.659313 using ncurses 6.5 20250614
1773577886.111548 format_expand1: result is: 10
1773577886.111557 format_replace: modifier 0 is T
1773577886.111566 format_replace: modifier 1 is =
1773577886.111576 format_replace: modifier 1 argument 0: 10
1773577886.111587 format_replace: format 'status-left' found: [#{session_name}] 
1773577886.111597 format_expand1: expanding format: [#{session_name}] 
1773577886.111606 format_expand1: found #{}: session_name
1773577886.111620 format_replace: format 'session_name' found: 0
1773577886.111628 format_replace: replaced 'session_name' with '0'
1773577886.111637 format_expand1: result is: [0] 
1773577886.111645 format_replace: applied length limit 10: [0] 
1773577886.111655 format_replace: replaced 'T;=/#{status-left-length}:status-left' with '[0] '
1773577886.111665 format_expand1: found #*1[
1773577886.111674 format_expand1: found #*1[
1773577886.111684 format_expand1: found #*1[
1773577886.111694 format_expand1: found #{}: status-justify
1773577886.111706 format_replace: format 'status-justify' found: left
1773577886.111715 format_replace: replaced 'status-justify' with 'left'
1773577886.111725 format_expand1: found #*1[
1773577886.111735 format_expand1: found #*1[
1773577886.111745 format_expand1: found #*1[
1773577886.111775 format_expand1: found #{}: W:#[range=window|#{window_index} #{E:window-status-style}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-format}#[pop-default]#[norange default]#{?window_end_flag,,#{window-status-separator}},#[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?window_end_flag,,#{window-status-separator}}
1773577886.111795 format_replace: modifier 0 is W
1773577886.111812 format_loop_windows: window loop: 0 @0
1773577886.111822 format_defaults: c=/dev/pts/1
1773577886.111831 format_defaults: s=$0
1773577886.111839 format_defaults: wl=0
1773577886.111847 format_defaults: wp=none
1773577886.111863 format_expand1: expanding format: #[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?window_end_flag,,#{window-status-separator}}
1773577886.111877 format_expand1: found #*1[
1773577886.111887 format_expand1: found #{}: window_index
1773577886.111900 format_replace: format 'window_index' found: 0
1773577886.111910 format_replace: replaced 'window_index' with '0'
1773577886.111921 format_expand1: found #{}: ?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}
1773577886.111931 format_replace: condition is: #{!=:#{E:window-status-current-style},default}
1773577886.111946 format_expand1: expanding format: #{!=:#{E:window-status-current-style},default}
1773577886.111957 format_expand1: found #{}: !=:#{E:window-status-current-style},default
1773577886.111966 format_replace: modifier 0 is !=
1773577886.111977 format_expand1: expanding format: #{E:window-status-current-style}
1773577886.111986 format_expand1: found #{}: E:window-status-current-style
1773577886.111996 format_replace: modifier 0 is E
1773577886.112007 format_replace: format 'window-status-current-style' found: default
1773577886.112017 format_expand1: expanding format: default
1773577886.112027 format_expand1: result is: default
1773577886.112036 format_replace: replaced 'E:window-status-current-style' with 'default'
1773577886.112046 format_expand1: result is: default
1773577886.112055 format_expand1: expanding format: default
1773577886.112064 format_expand1: result is: default
1773577886.112073 format_replace: compare != left is: default
1773577886.112083 format_replace: compare != right is: default
1773577886.112092 format_replace: replaced '!=:#{E:window-status-current-style},default' with '0'
1773577886.112102 format_expand1: result is: 0
1773577886.112133 format_replace: condition '#{!=:#{E:window-status-current-style},default}' is false
1773577886.112143 format_expand1: expanding format: #{E:window-status-style}
1773577886.112152 format_expand1: found #{}: E:window-status-style
1773577886.112161 format_replace: modifier 0 is E
1773577886.112173 format_replace: format 'window-status-style' found: default
1773577886.112181 format_expand1: expanding format: default
1773577886.112190 format_expand1: result is: default
1773577886.112200 format_replace: replaced 'E:window-status-style' with 'default'
1773577886.112210 format_expand1: result is: default
1773577886.112221 format_replace: replaced '?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}' with 'default'
1773577886.112232 format_expand1: found #{}: ?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},
1773577886.112249 format_replace: condition is: #{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}
1773577886.112264 format_expand1: expanding format: #{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}
1773577886.112275 format_expand1: found #{}: &&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}
1773577886.112284 format_replace: modifier 0 is &&
1773577886.112295 format_expand1: expanding format: #{window_last_flag}
1773577886.112304 format_expand1: found #{}: window_last_flag
1773577886.112316 format_replace: format 'window_last_flag' found: 0
1773577886.112325 format_replace: replaced 'window_last_flag' with '0'
1773577886.112334 format_expand1: result is: 0
1773577886.112343 format_expand1: expanding format: #{!=:#{E:window-status-last-style},default}
1773577886.112353 format_expand1: found #{}: !=:#{E:window-status-last-style},default
1773577886.112363 format_replace: modifier 0 is !=
1773577886.112374 format_expand1: expanding format: #{E:window-status-last-style}
1773577886.112383 format_expand1: found #{}: E:window-status-last-style
1773577886.112393 format_replace: modifier 0 is E
1773577886.112403 format_replace: format 'window-status-last-style' found: default
1773577886.112412 format_expand1: expanding format: default
1773577886.112421 format_expand1: result is: default
1773577886.112431 format_replace: replaced 'E:window-status-last-style' with 'default'
1773577886.112440 format_expand1: result is: default
1773577886.112450 format_expand1: expanding format: default
1773577886.112460 format_expand1: result is: default
1773577886.112470 format_replace: compare != left is: default
1773577886.112479 format_replace: compare != right is: default
1773577886.112488 format_replace: replaced '!=:#{E:window-status-last-style},default' with '0'
1773577886.112497 format_expand1: result is: 0
1773577886.112508 format_replace: compare && left is: 0
1773577886.112517 format_replace: compare && right is: 0
1773577886.112528 format_replace: replaced '&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}' with '0'
1773577886.112536 format_expand1: result is: 0
1773577886.112548 format_replace: condition '#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}' is false
1773577886.112559 format_replace: replaced '?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},' with ''
1773577886.112576 format_expand1: found #{}: ?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}
1773577886.112587 format_replace: condition is: #{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}
1773577886.112598 format_expand1: expanding format: #{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}
1773577886.112608 format_expand1: found #{}: &&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}
1773577886.112618 format_replace: modifier 0 is &&
1773577886.112629 format_expand1: expanding format: #{window_bell_flag}
1773577886.112638 format_expand1: found #{}: window_bell_flag
1773577886.112649 format_replace: format 'window_bell_flag' found: 0
1773577886.112658 format_replace: replaced 'window_bell_flag' with '0'
1773577886.112668 format_expand1: result is: 0
1773577886.112678 format_expand1: expanding format: #{!=:#{E:window-status-bell-style},default}
1773577886.112687 format_expand1: found #{}: !=:#{E:window-status-bell-style},default
1773577886.112696 format_replace: modifier 0 is !=
1773577886.112707 format_expand1: expanding format: #{E:window-status-bell-style}
1773577886.112717 format_expand1: found #{}: E:window-status-bell-style
1773577886.112727 format_replace: modifier 0 is E
1773577886.112738 format_replace: format 'window-status-bell-style' found: reverse
1773577886.112752 format_expand1: expanding format: reverse
1773577886.112764 format_expand1: result is: reverse
1773577886.112774 format_replace: replaced 'E:window-status-bell-style' with 'reverse'
1773577886.112783 format_expand1: result is: reverse
1773577886.112793 format_expand1: expanding format: default
1773577886.112802 format_expand1: result is: default
1773577886.112812 format_replace: compare != left is: reverse
1773577886.112821 format_replace: compare != right is: default
1773577886.112831 format_replace: replaced '!=:#{E:window-status-bell-style},default' with '1'
1773577886.112840 format_expand1: result is: 1
1773577886.112849 format_replace: compare && left is: 0
1773577886.112858 format_replace: compare && right is: 1
1773577886.112869 format_replace: replaced '&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}' with '0'
1773577886.112878 format_expand1: result is: 0
1773577886.112889 format_replace: condition '#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}' is false
1773577886.112900 format_expand1: expanding format: #{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}
1773577886.112911 format_expand1: found #{}: ?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},
1773577886.112922 format_replace: condition is: #{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}
1773577886.112934 format_expand1: expanding format: #{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}
1773577886.112945 format_expand1: found #{}: &&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}
1773577886.112956 format_replace: modifier 0 is &&
1773577886.112965 format_expand1: expanding format: #{||:#{window_activity_flag},#{window_silence_flag}}
1773577886.112976 format_expand1: found #{}: ||:#{window_activity_flag},#{window_silence_flag}
1773577886.112985 format_replace: modifier 0 is ||
1773577886.112994 format_expand1: expanding format: #{window_activity_flag}
1773577886.113003 format_expand1: found #{}: window_activity_flag
1773577886.113015 format_replace: format 'window_activity_flag' found: 0
1773577886.113024 format_replace: replaced 'window_activity_flag' with '0'
1773577886.113035 format_expand1: result is: 0
1773577886.113048 format_expand1: expanding format: #{window_silence_flag}
1773577886.113060 format_expand1: found #{}: window_silence_flag
1773577886.113074 format_replace: format 'window_silence_flag' found: 0
1773577886.113087 format_replace: replaced 'window_silence_flag' with '0'
1773577886.113099 format_expand1: result is: 0
1773577886.113125 format_replace: compare || left is: 0
1773577886.113138 format_replace: compare || right is: 0
1773577886.113153 format_replace: replaced '||:#{window_activity_flag},#{window_silence_flag}' with '0'
1773577886.113163 format_expand1: result is: 0
1773577886.113173 format_expand1: expanding format: #{!=:#{E:window-status-activity-style},default}
1773577886.113186 format_expand1: found #{}: !=:#{E:window-status-activity-style},default
